Zip code;State;Metro;County name;Date;Home value ($ per m2)
Twin Lakes;CO;Denver-Aurora-Lakewood;Adams County;2019-04-01;286
Rye;CO;Pueblo;Pueblo County;2019-08-01;163
New Castle;CO;Glenwood Springs;Garfield County;2019-07-01;895
Rush;CO;Colorado Springs;El Paso County;2019-11-01;158
Manitou Springs;CO;Colorado Springs;El Paso County;2019-12-01;324
Sterling;CO;Sterling;Logan County;2019-03-01;136
Starkville;CO;;Las Animas County;2019-09-01;70
Peyton;CO;Colorado Springs;El Paso County;2019-10-01;423
Gill;CO;Greeley;Weld County;2019-09-01;277
Paonia;CO;;Delta County;2019-04-01;179
Mc Coy;CO;Steamboat Springs;Routt County;2019-05-01;306
Penrose;CO;Cañon City;Fremont County;2019-10-01;181
Chromo;CO;;Archuleta County;2019-07-01;178
Wiggins;CO;Fort Morgan;Morgan County;2019-07-01;135
Wiggins;CO;Fort Morgan;Morgan County;2019-01-01;135
Wiggins;CO;Fort Morgan;Morgan County;2019-04-01;135
Norwood;CO;;San Miguel County;2019-01-01;188
Sheridan;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-07-01;299
Wiley;CO;;Prowers County;2019-06-01;75
Wiley;CO;;Prowers County;2019-07-01;75
Wiley;CO;;Prowers County;2019-08-01;75
Rocky Ford;CO;;Otero County;2019-07-01;70
Larkspur;CO;Denver-Aurora-Lakewood;Douglas County;2019-10-01;2301
Rocky Ford;CO;;Otero County;2019-04-01;70
Weldona;CO;Fort Morgan;Morgan County;2019-05-01;140
Mancos;CO;;Montezuma County;2019-12-01;280
Mancos;CO;;Montezuma County;2019-07-01;280
Silt;CO;Glenwood Springs;Garfield County;2019-05-01;1402
Holyoke;CO;;Phillips County;2019-11-01;95
U S A F Academy;CO;Colorado Springs;El Paso County;2019-10-01;149
U S A F Academy;CO;Colorado Springs;El Paso County;2019-06-01;149
Ridgway;CO;;Ouray County;2019-12-01;1898
Ridgway;CO;;Ouray County;2019-05-01;1898
Parshall;CO;;Grand County;2019-12-01;304
La Salle;CO;Greeley;Weld County;2019-11-01;206
Glenwood Springs;CO;Glenwood Springs;Garfield County;2019-06-01;3065
Blanca;CO;;Costilla County;2019-09-01;76
Lakewood;CO;Denver-Aurora-Lakewood;Jefferson County;2019-07-01;423
Somerset;CO;;Gunnison County;2019-09-01;224
Green Mountain Falls;CO;Colorado Springs;El Paso County;2019-03-01;284
Green Mountain Falls;CO;Colorado Springs;El Paso County;2019-05-01;284
Dillon;CO;Breckenridge;Summit County;2019-06-01;514
Saguache;CO;;Saguache County;2019-04-01;121
Lamar;CO;;Prowers County;2019-02-01;80
Penrose;CO;Cañon City;Fremont County;2019-03-01;181
Colorado City;CO;Pueblo;Pueblo County;2019-05-01;151
Kremmling;CO;;Grand County;2019-02-01;176
Romeo;CO;;Conejos County;2019-06-01;61
Sheridan;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-09-01;299
Fowler;CO;;Otero County;2019-10-01;76
Fowler;CO;;Otero County;2019-05-01;76
Platteville;CO;Greeley;Weld County;2019-04-01;210
Rocky Ford;CO;;Otero County;2019-08-01;70
Burlington;CO;;Kit Carson County;2019-08-01;90
Burlington;CO;;Kit Carson County;2019-09-01;90
Carbondale;CO;Glenwood Springs;Garfield County;2019-07-01;1526
Cedaredge;CO;;Delta County;2019-05-01;593
Wellington;CO;Fort Collins;Larimer County;2019-04-01;3593
Rangely;CO;;Rio Blanco County;2019-04-01;107
Englewood;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-11-01;459
Englewood;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-06-01;459
Fort Lupton;CO;Greeley;Weld County;2019-11-01;219
Windsor;CO;Greeley;Weld County;2019-12-01;188
La Veta;CO;;Huerfano County;2019-10-01;1091
Crestone;CO;;Saguache County;2019-07-01;156
Julesburg;CO;;Sedgwick County;2019-11-01;64
Julesburg;CO;;Sedgwick County;2019-07-01;64
Julesburg;CO;;Sedgwick County;2019-09-01;64
Walden;CO;;Jackson County;2019-05-01;107
Walden;CO;;Jackson County;2019-04-01;107
Hugo;CO;;Lincoln County;2019-10-01;84
Olathe;CO;Montrose;Montrose County;2019-05-01;163
Westcliffe;CO;;Custer County;2019-01-01;130
Wray;CO;;Yuma County;2019-12-01;117
Wray;CO;;Yuma County;2019-11-01;117
Wray;CO;;Yuma County;2019-02-01;117
Wray;CO;;Yuma County;2019-09-01;117
Louviers;CO;Denver-Aurora-Lakewood;Douglas County;2019-07-01;278
Boone;CO;Pueblo;Pueblo County;2019-12-01;87
Carr;CO;Greeley;Weld County;2019-07-01;280
Center;CO;;Saguache County;2019-03-01;71
Wetmore;CO;;Custer County;2019-05-01;106
Wetmore;CO;;Custer County;2019-01-01;106
Vernon;CO;;Yuma County;2019-06-01;129
Crowley;CO;;Crowley County;2019-05-01;38
Moffat;CO;;Saguache County;2019-05-01;127
Guffey;CO;Denver-Aurora-Lakewood;Park County;2019-03-01;238
Empire;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-04-01;242
Blanca;CO;;Costilla County;2019-12-01;76
Jamestown;CO;Boulder;Boulder County;2019-11-01;337
Jamestown;CO;Boulder;Boulder County;2019-09-01;337
Saguache;CO;;Saguache County;2019-08-01;121
Hamilton;CO;Craig;Moffat County;2019-11-01;164
Frisco;CO;Breckenridge;Summit County;2019-02-01;549
Dillon;CO;Breckenridge;Summit County;2019-09-01;514
Red Cliff;CO;Edwards;Eagle County;2019-12-01;293
Red Cliff;CO;Edwards;Eagle County;2019-07-01;293
McClave;CO;;Bent County;2019-12-01;43
Amherst;CO;;Phillips County;2019-05-01;66
Burns;CO;Edwards;Eagle County;2019-08-01;183
Slater;CO;Steamboat Springs;Routt County;2019-01-01;313
Mead;CO;Greeley;Weld County;2019-12-01;204
Mead;CO;Greeley;Weld County;2019-02-01;204
Walden;CO;;Jackson County;2019-02-01;107
Severance;CO;Greeley;Weld County;2019-12-01;465
East Pleasant View;CO;Denver-Aurora-Lakewood;Jefferson County;2019-01-01;279
East Pleasant View;CO;Denver-Aurora-Lakewood;Jefferson County;2019-09-01;279
Ohio City;CO;;Gunnison County;2019-08-01;239
Arriba;CO;;Lincoln County;2019-07-01;59
Arriba;CO;;Lincoln County;2019-09-01;59
Clark;CO;Steamboat Springs;Routt County;2019-06-01;283
Ophir;CO;;San Miguel County;2019-08-01;356
Orchard City;CO;;Delta County;2019-06-01;149
Silver Plume;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-10-01;239
Bow Mar;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-08-01;474
Bow Mar;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-01-01;474
Bow Mar;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-04-01;474
North Washington;CO;Denver-Aurora-Lakewood;Adams County;2019-02-01;261
Weston;CO;;Las Animas County;2019-07-01;143
San Luis;CO;;Costilla County;2019-08-01;80
Laporte;CO;Fort Collins;Larimer County;2019-07-01;2044
Pritchett;CO;;Baca County;2019-07-01;43
Rollinsville;CO;Denver-Aurora-Lakewood;Gilpin County;2019-05-01;193
Grover;CO;Greeley;Weld County;2019-02-01;225
La Jara;CO;;Conejos County;2019-02-01;98
Eads;CO;;Kiowa County;2019-05-01;36
Pinecliffe;CO;Denver-Aurora-Lakewood;Gilpin County;2019-12-01;359
Downieville-Lawson-Dumont;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-12-01;259
Granada;CO;;Prowers County;2019-03-01;53
Cimarron;CO;;Gunnison County;2019-12-01;193
Frisco;CO;Breckenridge;Summit County;2019-07-01;549
Parlin;CO;;Gunnison County;2019-11-01;273
Dinosaur;CO;Craig;Moffat County;2019-01-01;61
Atwood;CO;Sterling;Logan County;2019-05-01;188
Ouray;CO;;Ouray County;2019-12-01;242
Ouray;CO;;Ouray County;2019-05-01;242
Starkville;CO;;Las Animas County;2019-10-01;70
Poncha Springs;CO;;Chaffee County;2019-10-01;233
Poncha Springs;CO;;Chaffee County;2019-07-01;233
Sargents;CO;;Saguache County;2019-11-01;111
Pleasant View;CO;;Montezuma County;2019-11-01;166
Agate;CO;Denver-Aurora-Lakewood;Elbert County;2019-12-01;252
Fleming;CO;Sterling;Logan County;2019-03-01;132
Gold Hill;CO;Boulder;Boulder County;2019-05-01;291
Beulah;CO;Pueblo;Pueblo County;2019-01-01;174
Crook;CO;Sterling;Logan County;2019-05-01;137
Rico;CO;;Dolores County;2019-12-01;192
Rico;CO;;Dolores County;2019-04-01;192
San Luis;CO;;Costilla County;2019-06-01;80
Hasty;CO;;Bent County;2019-05-01;46
Garcia;CO;;Costilla County;2019-03-01;63
Phippsburg;CO;Steamboat Springs;Routt County;2019-02-01;170
Cahone;CO;;Dolores County;2019-12-01;91
Ouray;CO;;Ouray County;2019-09-01;242
Red Feather Lakes;CO;Fort Collins;Larimer County;2019-12-01;1610
Amherst;CO;;Phillips County;2019-02-01;66
Kirk;CO;;Yuma County;2019-12-01;124
Kirk;CO;;Yuma County;2019-06-01;124
Manzanola;CO;;Otero County;2019-07-01;80
Manzanola;CO;;Otero County;2019-04-01;80
Cowdrey;CO;;Jackson County;2019-08-01;62
Central City;CO;Denver-Aurora-Lakewood;Gilpin County;2019-08-01;213
Central City;CO;Denver-Aurora-Lakewood;Gilpin County;2019-02-01;213
Pleasant View;CO;;Montezuma County;2019-05-01;166
Pleasant View;CO;;Montezuma County;2019-09-01;166
Redstone;CO;Glenwood Springs;Pitkin County;2019-10-01;329
Creede;CO;;Mineral County;2019-01-01;199
Rye;CO;Pueblo;Pueblo County;2019-12-01;163
Sawpit;CO;;San Miguel County;2019-08-01;378
Aguilar;CO;;Las Animas County;2019-11-01;117
Grand Lake;CO;;Grand County;2019-06-01;273
Stratton;CO;;Kit Carson County;2019-12-01;75
Stratton;CO;;Kit Carson County;2019-05-01;75
Yoder;CO;Colorado Springs;El Paso County;2019-01-01;172
Mc Coy;CO;Steamboat Springs;Routt County;2019-06-01;306
Chromo;CO;;Archuleta County;2019-09-01;178
Fairplay;CO;Denver-Aurora-Lakewood;Park County;2019-10-01;1142
Marble;CO;;Gunnison County;2019-12-01;280
Arapahoe;CO;;Cheyenne County;2019-04-01;110
Wiley;CO;;Prowers County;2019-09-01;75
Bellvue;CO;Fort Collins;Larimer County;2019-11-01;2170
Naturita;CO;Montrose;Montrose County;2019-06-01;89
Cope;CO;;Washington County;2019-01-01;3678
Bennett;CO;Denver-Aurora-Lakewood;Adams County;2019-08-01;1540
Fraser;CO;;Grand County;2019-10-01;368
Rush;CO;Colorado Springs;El Paso County;2019-01-01;158
Littleton;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-12-01;335
Hillrose;CO;Fort Morgan;Morgan County;2019-06-01;83
Hillrose;CO;Fort Morgan;Morgan County;2019-07-01;83
Victor;CO;Colorado Springs;Teller County;2019-08-01;122
Fort Collins;CO;Fort Collins;Larimer County;2019-09-01;718
Log Lane Village;CO;Fort Morgan;Morgan County;2019-03-01;66
Loveland;CO;Fort Collins;Larimer County;2019-04-01;935
Buffalo Creek;CO;Denver-Aurora-Lakewood;Jefferson County;2019-06-01;205
Downieville-Lawson-Dumont;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-09-01;259
Woody Creek;CO;Glenwood Springs;Pitkin County;2019-10-01;371
Woody Creek;CO;Glenwood Springs;Pitkin County;2019-05-01;371
Gold Hill;CO;Boulder;Boulder County;2019-03-01;291
Williamsburg;CO;Cañon City;Fremont County;2019-05-01;139
Lakewood;CO;Denver-Aurora-Lakewood;Jefferson County;2019-05-01;423
Lakewood;CO;Denver-Aurora-Lakewood;Jefferson County;2019-01-01;423
Williamsburg;CO;Cañon City;Fremont County;2019-07-01;139
Molina;CO;Grand Junction;Mesa County;2019-03-01;211
Burns;CO;Edwards;Eagle County;2019-03-01;183
Pritchett;CO;;Baca County;2019-04-01;43
Anton;CO;;Washington County;2019-06-01;108
Anton;CO;;Washington County;2019-01-01;108
Kittredge;CO;Denver-Aurora-Lakewood;Jefferson County;2019-01-01;325
Redvale;CO;Montrose;Montrose County;2019-12-01;152
Redvale;CO;Montrose;Montrose County;2019-03-01;152
Naturita;CO;Montrose;Montrose County;2019-04-01;89
Arlington;CO;;Kiowa County;2019-07-01;29
Vona;CO;;Kit Carson County;2019-02-01;78
Allenspark;CO;Boulder;Boulder County;2019-11-01;417
Rico;CO;;Dolores County;2019-11-01;192
Pritchett;CO;;Baca County;2019-10-01;43
McClave;CO;;Bent County;2019-09-01;43
Joes;CO;;Yuma County;2019-10-01;133
Garcia;CO;;Costilla County;2019-12-01;63
Garcia;CO;;Costilla County;2019-11-01;63
Garcia;CO;;Costilla County;2019-08-01;63
Welby;CO;Denver-Aurora-Lakewood;Adams County;2019-01-01;268
Fruita;CO;Grand Junction;Mesa County;2019-02-01;275
Sedalia;CO;Denver-Aurora-Lakewood;Douglas County;2019-01-01;445
Conifer;CO;Denver-Aurora-Lakewood;Jefferson County;2019-03-01;304
Aspen;CO;Glenwood Springs;Pitkin County;2019-07-01;1446
Bailey;CO;Denver-Aurora-Lakewood;Park County;2019-12-01;258
Bailey;CO;Denver-Aurora-Lakewood;Park County;2019-10-01;258
Ignacio;CO;Durango;La Plata County;2019-07-01;180
Denver;CO;Denver-Aurora-Lakewood;Denver County;2019-02-01;446
Colorado Springs;CO;Colorado Springs;El Paso County;2019-08-01;300
Westminster;CO;Denver-Aurora-Lakewood;Adams County;2019-01-01;625
Arvada;CO;Denver-Aurora-Lakewood;Jefferson County;2019-12-01;342
Centennial;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-02-01;265
Elbert;CO;Colorado Springs;El Paso County;2019-08-01;199
Louisville;CO;Boulder;Boulder County;2019-04-01;373
Fountain;CO;Colorado Springs;El Paso County;2019-01-01;328
Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-09-01;307
Clifton;CO;Grand Junction;Mesa County;2019-05-01;572
Colorado Springs;CO;Colorado Springs;El Paso County;2019-11-01;300
Monte Vista;CO;;Rio Grande County;2019-05-01;112
Englewood;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-05-01;459
Englewood;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-01-01;459
Wheat Ridge;CO;Denver-Aurora-Lakewood;Jefferson County;2019-01-01;513
Broomfield;CO;Denver-Aurora-Lakewood;Broomfield County;2019-10-01;269
Firestone;CO;Greeley;Weld County;2019-10-01;179
Larkspur;CO;Denver-Aurora-Lakewood;Douglas County;2019-01-01;2301
Rocky Ford;CO;;Otero County;2019-12-01;70
Berkley;CO;Denver-Aurora-Lakewood;Adams County;2019-11-01;1566
Grand Junction;CO;Grand Junction;Mesa County;2019-07-01;502
Grand Junction;CO;Grand Junction;Mesa County;2019-09-01;502
Thornton;CO;Denver-Aurora-Lakewood;Adams County;2019-06-01;401
Boulder;CO;Boulder;Boulder County;2019-08-01;778
Penrose;CO;Cañon City;Fremont County;2019-02-01;181
Durango;CO;Durango;La Plata County;2019-11-01;274
Durango;CO;Durango;La Plata County;2019-03-01;274
Oak Creek;CO;Steamboat Springs;Routt County;2019-10-01;1154
Buena Vista;CO;;Chaffee County;2019-01-01;471
Columbine;CO;Denver-Aurora-Lakewood;Jefferson County;2019-03-01;238
Sargents;CO;;Saguache County;2019-06-01;111
Black Hawk;CO;Denver-Aurora-Lakewood;Gilpin County;2019-02-01;217
Downieville-Lawson-Dumont;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-10-01;259
Downieville-Lawson-Dumont;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-01-01;259
Downieville-Lawson-Dumont;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-02-01;259
Whitewater;CO;Grand Junction;Mesa County;2019-10-01;207
Log Lane Village;CO;Fort Morgan;Morgan County;2019-04-01;66
Galeton;CO;Greeley;Weld County;2019-07-01;276
West Pleasant View;CO;Denver-Aurora-Lakewood;Jefferson County;2019-06-01;1656
Keenesburg;CO;Greeley;Weld County;2019-06-01;252
Keenesburg;CO;Greeley;Weld County;2019-08-01;252
Sheridan Lake;CO;;Kiowa County;2019-07-01;82
Sheridan Lake;CO;;Kiowa County;2019-02-01;82
Powderhorn;CO;;Gunnison County;2019-04-01;211
Haxtun;CO;;Phillips County;2019-04-01;86
Arlington;CO;;Kiowa County;2019-05-01;29
McClave;CO;;Bent County;2019-10-01;43
McClave;CO;;Bent County;2019-05-01;43
Molina;CO;Grand Junction;Mesa County;2019-01-01;211
Anton;CO;;Washington County;2019-12-01;108
Anton;CO;;Washington County;2019-08-01;108
Parker;CO;Denver-Aurora-Lakewood;Douglas County;2019-05-01;249
Loveland;CO;Fort Collins;Larimer County;2019-10-01;935
Pinecliffe;CO;Denver-Aurora-Lakewood;Gilpin County;2019-10-01;359
Pinecliffe;CO;Denver-Aurora-Lakewood;Gilpin County;2019-08-01;359
Idledale;CO;Denver-Aurora-Lakewood;Jefferson County;2019-05-01;402
Idledale;CO;Denver-Aurora-Lakewood;Jefferson County;2019-01-01;402
Dove Creek;CO;;Dolores County;2019-07-01;86
Fountain;CO;Colorado Springs;El Paso County;2019-10-01;328
Rye;CO;Pueblo;Pueblo County;2019-01-01;163
Rye;CO;Pueblo;Pueblo County;2019-02-01;163
Rye;CO;Pueblo;Pueblo County;2019-09-01;163
Golden;CO;Denver-Aurora-Lakewood;Jefferson County;2019-01-01;725
Evergreen;CO;Denver-Aurora-Lakewood;Jefferson County;2019-01-01;557
Brookside;CO;Cañon City;Fremont County;2019-12-01;156
Meridian;CO;Denver-Aurora-Lakewood;Douglas County;2019-05-01;235
Meridian;CO;Denver-Aurora-Lakewood;Douglas County;2019-02-01;235
Colorado Springs;CO;Colorado Springs;El Paso County;2019-03-01;300
Lake City;CO;;Hinsdale County;2019-08-01;182
Indian Hills;CO;Denver-Aurora-Lakewood;Jefferson County;2019-07-01;1938
Niwot;CO;Boulder;Boulder County;2019-01-01;328
Livermore;CO;Fort Collins;Larimer County;2019-12-01;3814
Livermore;CO;Fort Collins;Larimer County;2019-11-01;3814
Livermore;CO;Fort Collins;Larimer County;2019-08-01;3814
Mountain View;CO;Denver-Aurora-Lakewood;Jefferson County;2019-06-01;388
Wolcott;CO;Edwards;Eagle County;2019-06-01;378
Clark;CO;Steamboat Springs;Routt County;2019-03-01;283
Maybell;CO;Craig;Moffat County;2019-11-01;101
Cokedale;CO;;Las Animas County;2019-03-01;83
Hartsel;CO;Denver-Aurora-Lakewood;Park County;2019-05-01;354
Thornton;CO;Denver-Aurora-Lakewood;Adams County;2019-12-01;401
Boulder;CO;Boulder;Boulder County;2019-12-01;778
Otis;CO;;Washington County;2019-07-01;63
Red Feather Lakes;CO;Fort Collins;Larimer County;2019-06-01;1610
Calhan;CO;Colorado Springs;El Paso County;2019-12-01;182
Creede;CO;;Mineral County;2019-02-01;199
Matheson;CO;Denver-Aurora-Lakewood;Elbert County;2019-05-01;142
Northglenn;CO;Denver-Aurora-Lakewood;Adams County;2019-12-01;396
Strasburg;CO;Denver-Aurora-Lakewood;Adams County;2019-02-01;679
Ordway;CO;;Crowley County;2019-11-01;49
Ordway;CO;;Crowley County;2019-08-01;49
Greeley;CO;Greeley;Weld County;2019-10-01;196
Rangely;CO;;Rio Blanco County;2019-11-01;107
Rangely;CO;;Rio Blanco County;2019-09-01;107
La Jara;CO;;Conejos County;2019-05-01;98
Highlands Ranch;CO;Denver-Aurora-Lakewood;Douglas County;2019-07-01;457
Center;CO;;Saguache County;2019-04-01;71
La Veta;CO;;Huerfano County;2019-06-01;1091
La Veta;CO;;Huerfano County;2019-09-01;1091
Mead;CO;Greeley;Weld County;2019-06-01;204
Mead;CO;Greeley;Weld County;2019-08-01;204
Louisville;CO;Boulder;Boulder County;2019-01-01;373
Acres Green;CO;Denver-Aurora-Lakewood;Douglas County;2019-08-01;243
Karval;CO;;Lincoln County;2019-04-01;100
Collbran;CO;Grand Junction;Mesa County;2019-03-01;299
Collbran;CO;Grand Junction;Mesa County;2019-08-01;299
Cimarron;CO;;Gunnison County;2019-02-01;193
Lewis;CO;;Montezuma County;2019-11-01;176
Winter Park;CO;;Grand County;2019-03-01;454
Ophir;CO;;San Miguel County;2019-04-01;356
Ophir;CO;;San Miguel County;2019-09-01;356
Colorado City;CO;Pueblo;Pueblo County;2019-03-01;151
Georgetown;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-03-01;258
Kirk;CO;;Yuma County;2019-11-01;124
Central City;CO;Denver-Aurora-Lakewood;Gilpin County;2019-10-01;213
Fowler;CO;;Otero County;2019-11-01;76
Eads;CO;;Kiowa County;2019-10-01;36
Mosca;CO;;Alamosa County;2019-10-01;3568
Pierce;CO;Greeley;Weld County;2019-11-01;203
Yoder;CO;Colorado Springs;El Paso County;2019-11-01;172
Johnstown;CO;Greeley;Weld County;2019-04-01;170
Boone;CO;Pueblo;Pueblo County;2019-07-01;87
Meredith;CO;Glenwood Springs;Pitkin County;2019-10-01;379
Sheridan;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-02-01;299
Mesa;CO;Grand Junction;Mesa County;2019-05-01;224
Carr;CO;Greeley;Weld County;2019-10-01;280
Carr;CO;Greeley;Weld County;2019-09-01;280
Arriba;CO;;Lincoln County;2019-10-01;59
North Washington;CO;Denver-Aurora-Lakewood;Adams County;2019-04-01;261
Cherry Hills Village;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-03-01;733
Avon;CO;Edwards;Eagle County;2019-10-01;461
Sargents;CO;;Saguache County;2019-08-01;111
Bow Mar;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-10-01;474
Bow Mar;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-07-01;474
Buena Vista;CO;;Chaffee County;2019-06-01;471
Orchard City;CO;;Delta County;2019-12-01;149
Ramah;CO;Colorado Springs;El Paso County;2019-12-01;186
Ramah;CO;Colorado Springs;El Paso County;2019-03-01;186
New Castle;CO;Glenwood Springs;Garfield County;2019-08-01;895
Ignacio;CO;Durango;La Plata County;2019-04-01;180
Grant;CO;Denver-Aurora-Lakewood;Park County;2019-11-01;250
Bonanza City;CO;;Saguache County;2019-06-01;147
Severance;CO;Greeley;Weld County;2019-06-01;465
Rico;CO;;Dolores County;2019-03-01;192
Rocky Ford;CO;;Otero County;2019-09-01;70
Louviers;CO;Denver-Aurora-Lakewood;Douglas County;2019-09-01;278
Julesburg;CO;;Sedgwick County;2019-04-01;64
Georgetown;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-11-01;258
Eldorado Springs;CO;Boulder;Boulder County;2019-03-01;591
Swink;CO;;Otero County;2019-08-01;63
Ramah;CO;Colorado Springs;El Paso County;2019-10-01;186
Nederland;CO;Boulder;Boulder County;2019-06-01;347
Nederland;CO;Boulder;Boulder County;2019-02-01;347
North Washington;CO;Denver-Aurora-Lakewood;Adams County;2019-12-01;261
North Washington;CO;Denver-Aurora-Lakewood;Adams County;2019-11-01;261
North Washington;CO;Denver-Aurora-Lakewood;Adams County;2019-03-01;261
Grand Lake;CO;;Grand County;2019-07-01;273
Holly;CO;;Prowers County;2019-08-01;54
Holly;CO;;Prowers County;2019-02-01;54
Walden;CO;;Jackson County;2019-01-01;107
Twin Lakes;CO;;Lake County;2019-09-01;244
Fairplay;CO;Denver-Aurora-Lakewood;Park County;2019-11-01;1142
Crestone;CO;;Saguache County;2019-04-01;156
Nunn;CO;Greeley;Weld County;2019-11-01;231
Foxfield;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-10-01;294
Georgetown;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-12-01;258
Eagle;CO;Edwards;Eagle County;2019-08-01;261
Lochbuie;CO;Greeley;Weld County;2019-06-01;209
Empire;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-03-01;242
Bonanza City;CO;;Saguache County;2019-08-01;147
Hudson;CO;Greeley;Weld County;2019-08-01;300
Kiowa;CO;Denver-Aurora-Lakewood;Elbert County;2019-10-01;248
Kiowa;CO;Denver-Aurora-Lakewood;Elbert County;2019-08-01;248
Vernon;CO;;Yuma County;2019-10-01;129
Montezuma;CO;Breckenridge;Summit County;2019-02-01;479
Crowley;CO;;Crowley County;2019-12-01;38
Trinchera;CO;;Las Animas County;2019-09-01;129
Paonia;CO;;Delta County;2019-12-01;179
Paonia;CO;;Delta County;2019-03-01;179
Acres Green;CO;Denver-Aurora-Lakewood;Douglas County;2019-03-01;243
Acres Green;CO;Denver-Aurora-Lakewood;Douglas County;2019-02-01;243
Fort Morgan;CO;Fort Morgan;Morgan County;2019-12-01;94
De Beque;CO;Grand Junction;Mesa County;2019-05-01;244
De Beque;CO;Grand Junction;Mesa County;2019-06-01;244
Rollinsville;CO;Denver-Aurora-Lakewood;Gilpin County;2019-01-01;193
Watkins;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-12-01;302
Genesee;CO;Denver-Aurora-Lakewood;Jefferson County;2019-11-01;317
Lyons;CO;Boulder;Boulder County;2019-09-01;357
Florence;CO;Cañon City;Fremont County;2019-12-01;137
Florence;CO;Cañon City;Fremont County;2019-10-01;137
Granada;CO;;Prowers County;2019-10-01;53
Granada;CO;;Prowers County;2019-09-01;53
Aspen;CO;Glenwood Springs;Pitkin County;2019-01-01;1446
Crowley;CO;;Crowley County;2019-07-01;38
Whitewater;CO;Grand Junction;Mesa County;2019-12-01;207
Trinchera;CO;;Las Animas County;2019-06-01;129
Yoder;CO;Colorado Springs;El Paso County;2019-12-01;172
Kremmling;CO;;Grand County;2019-03-01;176
Raymer;CO;Greeley;Weld County;2019-10-01;174
Raymer;CO;Greeley;Weld County;2019-03-01;174
Fruita;CO;Grand Junction;Mesa County;2019-04-01;275
Black Forest;CO;Colorado Springs;El Paso County;2019-10-01;1085
Black Forest;CO;Colorado Springs;El Paso County;2019-02-01;1085
Frisco;CO;Breckenridge;Summit County;2019-10-01;549
Deer Trail;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-10-01;194
Weston;CO;;Las Animas County;2019-02-01;143
Drake;CO;Fort Collins;Larimer County;2019-02-01;308
Dove Creek;CO;;Dolores County;2019-04-01;86
Gilcrest;CO;Greeley;Weld County;2019-01-01;181
Jamestown;CO;Boulder;Boulder County;2019-02-01;337
Hamilton;CO;Craig;Moffat County;2019-01-01;164
Alma;CO;Denver-Aurora-Lakewood;Park County;2019-03-01;303
Alma;CO;Denver-Aurora-Lakewood;Park County;2019-06-01;303
Vernon;CO;;Yuma County;2019-05-01;129
Eldorado Springs;CO;Boulder;Boulder County;2019-05-01;591
Blanca;CO;;Costilla County;2019-07-01;76
Cope;CO;;Washington County;2019-06-01;3678
Louviers;CO;Denver-Aurora-Lakewood;Douglas County;2019-01-01;278
Louviers;CO;Denver-Aurora-Lakewood;Douglas County;2019-04-01;278
Otis;CO;;Washington County;2019-03-01;63
Boone;CO;Pueblo;Pueblo County;2019-08-01;87
Sherrelwood;CO;Denver-Aurora-Lakewood;Adams County;2019-03-01;1003
Red Feather Lakes;CO;Fort Collins;Larimer County;2019-07-01;1610
Saguache;CO;;Saguache County;2019-12-01;121
Genoa;CO;;Lincoln County;2019-02-01;75
Tabernash;CO;;Grand County;2019-10-01;250
Yellow Jacket;CO;;Montezuma County;2019-05-01;166
Gardner;CO;;Huerfano County;2019-02-01;165
Creede;CO;;Mineral County;2019-03-01;199
Pleasant View;CO;;Montezuma County;2019-10-01;166
Pleasant View;CO;;Montezuma County;2019-08-01;166
Elizabeth;CO;Denver-Aurora-Lakewood;Elbert County;2019-01-01;391
Craig;CO;Craig;Moffat County;2019-04-01;123
Hayden;CO;Steamboat Springs;Routt County;2019-01-01;196
Hayden;CO;Steamboat Springs;Routt County;2019-02-01;196
Fleming;CO;Sterling;Logan County;2019-09-01;132
Mesa;CO;Grand Junction;Mesa County;2019-11-01;224
